text,label
"Abonamentul pe 12 luni este ferm precum și irevocabil. Membrul nu poate denunța unilateral prezentul contract și nu poate opri plățile recurente sub niciun motiv, inclusiv în caz de mutare în alt oraș, afecțiuni medicale sau forță majoră.",1
"Călătorul va suporta tariful biletului la distanța asumată. Operatorul va suplini de urgență serviciile pentru compensarea întârzierilor ce trec prin pragul feroviar de 60 de minute prin alimente, apă și eventuala redirijare pe cel mai scurt parcurs la destinație.",0
"documentul contractual de închiriere multifuncționale se reînnoiește tacit pentru 2 ani, dacă Locatarul nu își manifestă intenția de returnare a echipamentelor cu un preaviz strict de 120 de zile înainte de scadență.",1
"Regulamentul de Ordine Interioară al Prestatorului este pus la dispoziția Turistului în format fizic la momentul semnării contractului și în format digital pe site-ul oficial al companiei, Clientul confirmând primirea și posibilitatea de a-l consulta înainte de semnare.",0
"Regulamentul de Ordine Interioară al Antreprenorului este pus la dispoziția Clientului în format fizic la momentul semnării contractului și în format digital pe site-ul oficial al companiei, Clientul confirmând primirea și posibilitatea de a-l consulta înainte de semnare.",0
Creditorul poate propune introducerea sau majorarea comisioanelor exclusiv prin notificare scrisă transmisă Clientului cu minimum 30 de zile înainte. Clientul care nu acceptă noile comisioane are prerogativa de a închide contul sau de a rambursa creditul fără costuri suplimentare.,0
"Dacă locația evenimentului devine indisponibilă din motive imputabile Prestatorului, Clientul are dreptul de a rezilia contractul cu rambursarea integrală a sumelor achitate ori de a accepta o alternativă de calitate cel puțin echivalentă.",0
"în situația în care locația evenimentului devine indisponibilă (ex: incendiu, lipsă avize ISU), Clientul nu poate rezilia angajamentul. Prestatorul va muta evenimentul într-un cort sau o locație alternativă, Clientul fiind obligat să achite prețul integral.",1
"Contractul de închiriere echipamente de birou are dreptul de a fi reînnoit din oficiu anual, cu avizarea prealabilă a Locatarului cu 45 de zile înainte. Intenția de returnare poate fi comunicată prin orice mijloc uzual cu 30 de zile înainte.",0
"Contractul de leasing operațional poate fi prelungit tacit cu 12 luni în lipsa unei notificări de rezoluțiune transmise cu cel puțin 90 de zile înainte de finalizarea perioadei inițiale, prin orice mijloc de comunicare.",0
"Atelierul își rezervă libertatea de a externaliza lucrările de tinichigerie ori vopsitorie către terțe ateliere partenere, garanția pentru aceste lucrări fiind transferată doar în sarcina subcontractorului.",1
"Vânzătorul are libertatea de a livra autovehiculul cu anumite dotări opționale modificate sau lipsă față de comanda inițială, în funcție de disponibilitatea la producător, Cumpărătorul neputând refuza recepția pe acest motiv.",1
"Operatorul de cablu are libertatea exclusiv de a modifica unilateral structura grilei de programe, introducând ori eliminând canale TV din pachetul contractat, fără a oferi posibilitatea rezilierii anticipate.",1
"Executantul are dreptul discreționar de a delega intervenția rapidă la obiectiv către firme locale de pază terțe, neasumându-și responsabilitatea pentru timpii de reacție sau dotarea echipajelor acestora.",1
"Banca poate modifica beneficiile atașate cardului de credit cu notificarea scrisă a clientului cu cel puțin 30 de zile înainte, clientul putând rezilia documentul contractual de card fără daune-interese în caz de dezacord.",0
"Cursantul se obligă să achite taxa de școlarizare în întregime, inclusiv în situația în care Prestatorul anulează, amână sau modifică structura modulelor de curs din lipsă de personal didactic.",1
"în situația în care echipamentul industrial se defectează iremediabil în timpul intervenției tehnice din culpa gravă a angajaților noștri, Vânzătorul va fi obligat doar la returnarea taxei de intervenție aferente zilei respective.",1
"Cursantul are opțiunea la restituirea proporțională a taxei de școlarizare în situația în care Prestatorul anulează sau modifică semnificativ structura modulelor de curs, cu excepția cazurilor de forță majoră temeinic justificate.",0
Serviciile de găzduire sunt supuse reînnoirii anuale. Utilizatorul este notificat cu 45 de zile înainte de scadență și poate renunța la reînnoire prin orice mijloc de comunicare cu cel puțin 15 zile înainte de expirare.,0
"Membrul este dator să achite un comision de administrare lunar suplimentar, a cărui valoare va fi stabilită doar de conducerea clubului și debitată din oficiu de pe card.",1
Platforma poate modifica pachetul de servicii sau taxa lunară de abonament cu notificarea abonatului cu cel puțin 30 de zile înainte. Abonatul care nu acceptă modificările poate rezilia abonamentul fără taxe penalizatoare și cu rambursarea proporțională a sumelor plătite în avans.,0
"Agenția de traduceri stabilește fără acordul prealabil, prin departamentul propriu de revizie, acuratețea și corectitudinea traducerii livrate, respingând a priori orice obiecții de natură terminologică ridicate de Client.",1
"Vânzătorul poate modifica sau anula o comandă confirmată exclusiv din motive obiective și documentate (de ex. stoc epuizat), cu obligația de a notifica imediat Cumpărătorul și de a rambursa integral suma achitată în termen de 14 zile. Modificarea prețurilor după efectuarea plății nu este permisă.",0
"Avarierile în incinta parcării pot fi dovedite prin orice mijloc de probă (foto, video, declarații martori); administrația parcării nu poate restricționa mijloacele de probă ale Pacientului.",0
"Conformitatea reviziei echipamentelor cu manualul producătorului se verifică pe baza unui raport tehnic detaliat, Beneficiarul păstrând dreptul de a solicita o inspecție independentă dacă are dubii motivate.",0
"Asiguratul are dreptul de a denunța polița în situația în care Asigurătorul introduce retroactiv noi clauze de excludere a riscurilor acoperite, cu rambursarea primei pentru perioada neexpirată.",0
"Platforma poate transfera dreptul de a susține cursurile online către alți instructori decât cei prezentați în oferta inițială, cursantul neavând posibilitatea de a solicita rambursarea taxei de studiu.",1
"Transportatorul principal îi este permis să subcontracta cursa doar cu informarea Expeditorului, răspunderea pentru avarierile sau pierderile pe durata transportului efectiv rămânând în sarcina solidară a Transportatorului principal.",0
"Platforma acționează ca intermediar tehnic, dar colaborează activ cu autoritățile în investigarea fraudelor și poate bloca vânzătorii frauduloși; Consumatorul prejudiciat are dreptul la sesizarea autorităților competente și la ANPC.",0
"Distrugerea totală fie furtul autovehiculului dă dreptul Utilizatorului de a rezilia angajamentul de leasing, acesta continuând să achite ratele doar până la data daunei totale sau a furtului confirmat, restul obligațiilor stingându-se prin asigurare.",0
"Fermierul care întârzie livrarea cantității contractate beneficiază de un termen de grație de 5 zile; penalitățile de întârziere se calculează conform clauzei penale agreate, fără a depăși 1% pe zi din valoarea cantității nelivrate.",0
"Furnizorul îi este permis să modifica prevederile contractului, inclusiv structura abonamentului și tarifele, cu condiția notificării scrise a Turistului cu minimum 30 de zile înainte de intrarea în vigoare a modificărilor. Clientul are libertatea de a refuza modificările și de a rezilia contractul fără penalități în termen de 15 zile de la primirea notificării.",0
"Cursantul se obligă să achite taxa de școlarizare în întregime, inclusiv în situația în care Executantul anulează, amână sau modifică structura modulelor de curs din lipsă de personal didactic.",1
"În ipoteza în care Agenția modifică fără avizul prealabil hotelul contractat inițial cu un altul de clasificare inferioară, Turistul nu are dreptul de a rezilia contractul și de a solicita rambursarea banilor, fiind ținut să accepte alternativa propusă.",1
"Vânzătorul afiliat platformei cedează Platformei dreptul de a stabili singură prețurile sale promoționale, incluzând discounturi de până la 90%, costul fiind suportat în întregime de afiliat.",1
"La terminarea perioadei de leasing, în ipoteza în care Finanțatorul descoperă chiar și o zgârietură superficială de 1mm, va aplica forfetar o taxă de reparații de 1.500 Euro per element afectat.",1
"Operatorul poate aplica discreționar limitări ale lățimii de bandă, restricționări de trafic sau modificări ale grilei de programe TV, fără notificare prealabilă și fără a acorda drept de reziliere clientului.",1
"Membrul este obligat să achite un comision de administrare lunar suplimentar, a cărui valoare va fi stabilită exclusiv de conducerea clubului dar și debitată din oficiu de pe card.",1
"Finanțatorul poate cesiona contractul de leasing cu avizarea prealabilă a Utilizatorului cu cel puțin 30 de zile înainte, condițiile contractuale rămânând neschimbate față de acordul inițial.",0
"Membrul clubului are dreptul de a acționa în instanță pentru vătămări corporale suferite din culpa clubului; dreptul de acces la justiție îi este interzis să fi limitat contractual, conform dispozițiilor legale în vigoare.",0
"Abonamentul pe 12 luni este ferm și irevocabil. Membrul îi este interzis să denunța unilateral contractul și nu poate opri plățile recurente sub niciun motiv, inclusiv în caz de mutare în alt oraș, afecțiuni medicale fie forță majoră.",1
"Tipografia evaluează discreționar și definitiv dacă nuanțele materialului printat corespund graficii trimise de Beneficiar, neacceptând reclamații referitoare la diferențele de culoare de pe monitoarele Beneficiarului.",1
Creditorul îi este permis să propune introducerea sau majorarea comisioanelor doar prin notificare scrisă transmisă Utilizatorului cu minimum 30 de zile înainte. Pacientul care nu acceptă noile comisioane are dreptul de a închide contul sau de a rambursa creditul fără costuri suplimentare.,0
"Cererile de reziliere a abonamentului sunt considerate valide exclusiv în cazul în care sunt expediate prin scrisoare recomandată cu confirmare de primire la sediul central al grupului editorial din Cipru, orice altă formă de comunicare fiind nulă.",1
"Clientul este obligat să achite integral factura de reparații pentru a-și ridica autoturismul, neputând compensa această sumă cu valoarea pieselor fie bunurilor personale care au dispărut din interiorul mașinii pe durata șederii în atelier.",1
"Furnizorul partener are dreptul de a reține proporțional din comisionul datorat Platformei sumele pe care Platforma întârzie nejustificat să i le vireze, compensarea legală operând în condițiile Codului Civil.",0
"Platforma acționează ca intermediar tehnic, dar colaborează activ cu autoritățile în investigarea fraudelor cum și poate bloca vânzătorii frauduloși; Cumpărătorul prejudiciat are libertatea la sesizarea autorităților competente și la ANPC.",0
"Operatorul își rezervă dreptul inalienabil de a interpreta unilateral termenii, condițiile și eligibilitatea clienților în cadrul oricăror campanii de fidelizare sau promoționale.",1
"Furnizorul de energie electrică răspunde pentru daunele provocate aparatelor electrocasnice de supratensiunile sau variațiile de tensiune imputabile rețelei sale, conform legislației privind furnizarea energiei electrice.",0
"Gradul de curățenie cum și igienizare atins în urma intervenției va fi evaluat exclusiv de către supervizorul Prestatorului, constatarea acestuia fiind suficientă pentru a atesta îndeplinirea obligațiilor contractuale.",1
Beneficiarul va fi informat prin mijloace clare și accesibile cu privire la orice condiții tehnice specifice de livrare. Necunoașterea condițiilor care nu au fost comunicate explicit nu îi este permis să fi imputată Clientului.,0
"Designerul și Clientul agreează un brief detaliat la semnarea angajamentului. Divergențele privind conformitatea livrabilelor cu brief-ul se soluționează prin dialog, cu posibilitatea de a include o opinie profesională independentă.",0
"În lipsa disponibilității culorii fie mărimii exacte comandate, magazinul online informează Cumpărătorul și expediază produsul substitut strict cu avizul scris al acestuia obținut anterior expedierii.",0
"Vânzătorul are posibilitatea să modifica sau anula o comandă confirmată exclusiv din motive obiective și documentate (de ex. stoc epuizat), cu obligația de a notifica prompt Cumpărătorul și de a rambursa integral suma achitată în termen de 14 zile. Modificarea prețurilor după efectuarea plății nu este permisă.",0
"Cursantul înscris are un termen legal de retragere extins la de 45 de zile de la emiterea accesului la primul modul, recuprându-și investiția dacă decide că acel curs nu satisface necesitățile sale.",0
"Vânzătorul își rezervă dreptul inalienabil de a interpreta unilateral termenii, termenii și eligibilitatea clienților în cadrul oricăror campanii de fidelizare sau promoționale.",1
"Dezvoltatorul partener are dreptul de a reține proporțional din comisionul datorat Platformei sumele pe care Platforma întârzie nejustificat să i le vireze, compensarea legală operând în condițiile Codului Civil.",0
"Pachetul de sănătate corporativ poate fi reînnoit automat anual, Angajatorul primind o avizare cu 45 de zile înainte. Lista persoanelor retrase poate fi comunicată prin orice mijloc uzual de comunicare cu cel puțin 30 de zile înainte.",0
Beneficiarul lucrării are dreptul de a rezilia contractul și de a angaja o altă echipă dacă Antreprenorul abandonează șantierul mai mult de 15 zile consecutive fără notificare ori justificare temeinică.,0
"Locatorul are posibilitatea să transmite drepturile rezultate din prezentul contract către firme de factoring sau recuperare creanțe din afara țării, Locatarul renunțând la orice drept de opoziție față de noul creditor.",1
"Comerciantul își rezervă dreptul de a anula, modifica fie amâna onorarea oricărei comenzi confirmate, precum și de a schimba prețurile produselor afișate, chiar și după efectuarea plății, din motive interne de organizare.",1
Dezvoltatorul îi este permis să înlocui materialele de construcție din Anexa tehnică exclusiv cu materiale de calitate cel puțin echivalentă și cu acordul scris al Promitentului-Cumpărător obținut în prealabil.,0
"Dacă Beneficiarul denunță în mod unilateral contractul înainte de expirarea primului an, va achita Executantului o despăgubire echivalentă cu cheltuielile angajate și dovedite, dar nu mai mult de valoarea a 3 abonamente lunare.",0
"Telecomunicații): Pentru neplata la termen a facturii, Beneficiarul va datora penalizări de întârziere în cuantum de 2% pentru fiecare zi de întârziere, calculate la valoarea totală a facturii, penalitățile putând depăși cuantumul debitului principal.",1
"Expeditorul are dreptul de a dovedi valoarea bunului deteriorat prin orice mijloc de probă legal (factură, evaluare, martor), fără a fi limitat la facturi fiscale cu un termen de valabilitate arbitrar.",0
"Asiguratul se obligă să achite primele lunare la zi; în caz contrar polița se anulează, chiar în ipoteza în care Asigurătorul întârzie cu peste 90 de zile soluționarea unui dosar de daună valid depus anterior.",1
"În lipsa disponibilității culorii sau mărimii exacte comandate, magazinul online își rezervă dreptul de a expedia un produs similar ca formă precum și funcționalitate, fără a solicita acordul suplimentar al cumpărătorului.",1
"Agenția își rezervă libertatea de a înlocui unitatea de cazare contractată inițial cu o alta de categorie similară sau imediat inferioară, precum și de a modifica orarul de zbor, fără consimțământul prealabil al Turistului.",1
"Litigiile derivate din executarea prezentului contract pot fi soluționate atât pe cale judiciară, cât și prin arbitraj ales de ambele părți de comun acord, fără a exclude nicio cale de atac.",0
"Regulamentul de Ordine Interioară al Prestatorului este pus la dispoziția Pacientului în format fizic la momentul semnării documentului contractual și în format digital pe site-ul oficial al companiei, Clientul confirmând primirea și posibilitatea de a-l consulta înainte de semnare.",0
"Banca poate propune modificarea clauzelor contractuale, a dobânzii sau a comisioanelor numai printr-o notificare scrisă transmisă Împrumutatului cu cel puțin 30 de zile înainte. Modificările intră în vigoare numai după expirarea termenului de notificare, iar Împrumutatul are dreptul de a refuza și de a rambursa anticipat creditul fără costuri suplimentare.",0
Platforma poate actualiza pachetul de servicii sau taxa lunară de abonament cu notificarea abonatului cu cel puțin 30 de zile înainte. Abonatul care nu acceptă modificările poate rezilia abonamentul fără penalități și cu rambursarea proporțională a sumelor plătite în avans.,0
"Consumatorul va achita complet prețul pentru cantitatea de grâu livrată, neavând opțiunea legal de a compensa acest preț cu datoriile pe care fermierul (vânzătorul) le are către el din anul agricol precedent.",1
Licențiatorul poate modifica funcționalitățile aplicației cu notificarea prealabilă a utilizatorilor cu cel puțin 14 zile înainte. Reducerea semnificativă a funcționalităților incluse în licența plătită acordă utilizatorilor dreptul la compensații proporționale sau la rezilierea contractului cu rambursare.,0
"Dacă un colet este avariat, Cumpărătorul trebuie să returneze resturile ambalajului personal la sediul central al Curierului din capitală, cu o cerere legalizată, altfel despăgubirea este infirmată automat.",1
Furnizorul de servicii cloud poate modifica limitele de stocare sau capacitatea de procesare garantată exclusiv cu notificarea Clientului cu cel puțin 30 de zile înainte. Reducerea resurselor față de cele contractate acordă Clientului opțiunea la reducerea proporțională a tarifului sau la rezilierea contractului.,0
"Contractul de prestări servicii de contabilitate poate fi reînnoit automat anual. Beneficiarul care nu dorește prelungirea transmite o avizare cu cel puțin 60 de zile înainte de încheierea anului, prin orice mijloc de comunicare.",0
"Furnizorul poate modifica prevederile contractului, inclusiv structura abonamentului și tarifele, cu condiția notificării scrise a Utilizatorului cu minimum 30 de zile înainte de intrarea în vigoare a modificărilor. Clientul are dreptul de a refuza modificările și de a rezilia contractul fără penalități în termen de 15 zile de la primirea notificării.",0
Prestatorul serviciilor de mentenanță poate ajusta frecvența vizitelor tehnice în mod exclusiv cu acordul prealabil al Beneficiarului cum și pe baza unui raport tehnic documentat și acceptat de ambele părți.,0
"Operatorul serviciului de salubritate poate ajusta tariful lunar exclusiv în limitele prevăzute de reglementările în vigoare și cu avizul autorităților competente, cu notificarea prealabilă a consumatorilor cu minimum 45 de zile înainte.",0
"Indisponibilitatea serverelor din culpa Furnizorului (inclusiv atacuri cibernetice cunoscute și neglijate) dă libertatea Clientului la compensații conform acordului SLA, inclusiv reducerea facturii pentru perioada de nefuncționare.",0
"Operatorul are dreptul de a gestiona temporar traficul de rețea în situații tehnice excepționale și documentate, cu informarea Clientului în prealabil fie imediat după intervenție; reducerile permanente de viteză acordă dreptul la compensații.",0
Platforma poate ajusta pachetul de servicii sau taxa lunară de abonament cu notificarea abonatului cu cel puțin 14 zile înainte. Abonatul care nu acceptă modificările poate rezilia abonamentul fără taxe penalizatoare și cu rambursarea proporțională a sumelor plătite în avans.,0
Promitentul-Cumpărător renunță la dreptul de a formula acțiuni în pretenții la judecătorie. Toate disputele privind calitatea construcției vor fi supuse unui arbitru unic desemnat strict de către Promitentul-Vânzător.,1
"Beneficiarul are dreptul de a solicita încetarea contractului dacă Prestatorul, din motive ce îi sunt imputabile exclusiv, întârzie la vizita de intervenție cu peste 15 minute la două incidente succesive confirmate.",0
"Orice contestație a Cursantului privind exmatricularea sau taxele de studiu poate fi înaintată atât la conducerea instituției, cât și la curțile de justiție de contencios administrativ sau la instanțele judecătorești competente.",0
"Divergențele referitoare la calculul ratelor sau executarea contractului de leasing pot fi soluționate atât prin instanțele judecătorești de drept comun, cât dar și prin arbitraj ales de Utilizator.",0
Abonatul nu are dreptul de a reduce din proprie inițiativă factura lunară prin compensare cu valoarea zilelor în care Operatorul a omis fie a întârziat nejustificat ridicarea deșeurilor menajere de la adresă.,1
Furnizorul nu oferă nicio garanție pentru manopera efectuată dacă autoturismul rulează mai mult de 50 de kilometri în primele 24 de ore de la ieșirea din service.,1
"Clubul sportiv are posibilitatea să modifica unilateral orarul de funcționare, tipul claselor oferite, antrenorii disponibili și valoarea abonamentului lunar, membrii fiind obligați să se conformeze noilor condiții afișate la recepție.",1
"Agenția de turism are posibilitatea să ajusta elementele pachetului turistic (hotel, zbor, orar) cu notificarea scrisă a turistului cu cel puțin 20 de zile înainte de plecare. Turistul care nu acceptă modificările are dreptul la rambursarea integrală a sumelor achitate sau la un pachet alternativ de valoare echivalentă.",0
"Cumpărătorul en-gros decide din proprie inițiativă la momentul recepției mărfii dacă recolta livrată de fermier respectă standardele de calibru și calitate, putând aplica penalități discreționare pe baza propriei aprecieri.",1
"Cursantul are prerogativa la restituirea proporțională a taxei de școlarizare în situația în care Prestatorul anulează sau modifică semnificativ structura modulelor de curs, cu excepția cazurilor de forță majoră temeinic fondate.",0
"Compania de curierat poate schimba modalitatea de livrare exclusiv cu înștiințarea prealabilă a expeditorului și cu consimțământul acestuia; în lipsa acordului, livrarea se efectuează conform modalității contractate.",0
"În caz de fuziune fie achiziție, entitatea cumpărătoare preia obligațiile contractuale integral, inclusiv nivelul de suport tehnic convenit, fără modificări unilaterale defavorabile Utilizatorului.",0
"Dacă produsul returnat prezintă urme de uzură fie defecte, Vânzătorul motivează decizia în scris, iar Cumpărătorul are dreptul de a contesta decizia și de a solicita o expertiză tehnică independentă sau de a se adresa ANPC.",0
"Cumpărătorul poate dovedi că produsul a fost livrat defect prin orice mijloc de probă legal (fotografie, înregistrare video, expert), o expertiză autorizată la costul exclusiv al Utilizatorului nefiind condiție obligatorie.",0
"Prezentul acord de mentenanță pe 5 ani poate fi reînnoit în mod automat cu o perioadă de 1 an, cu înștiințarea prealabilă a Beneficiarului cu 60 de zile înainte. Beneficiarul poate denunța contractul prin orice mijloc de comunicare scris.",0
"Definiția termenului de mentenanță programată, precum cum și stabilirea perioadelor care se încadrează în această definiție, vor fi atributul și vor fi interpretate unilateral de către Furnizor.",1
"Compania de curierat poate schimba modalitatea de livrare exclusiv cu informarea prealabilă a expeditorului și cu acordul acestuia; în lipsa acordului, livrarea se efectuează conform modalității contractate.",0
"Clauzele ambigue din documentul contractual de prestări servicii pentru organizarea evenimentelor se interpretează în favoarea Clientului, conform principiilor Codului Civil, ori prin avizul scris al ambelor părți.",0
"Întârzierea Utilizatorului cu mai mult de 30 de minute la ședința foto programată dă opțiunea Fotografului să anuleze sesiunea și să rețină integral suma de 1500 EUR achitată în avans, fără reprogramare.",1
Promitentul-Vânzător are posibilitatea să ajusta finisajele sau materialele de construcție în mod exclusiv cu acordul scris al Promitentului-Cumpărător și numai cu materiale de calitate cel puțin echivalentă celor stipulate în antecontract. Refuzul Cumpărătorului acordă dreptul de reziliere și restituire integrală a avansului.,0
"Organizatorul va interpreta discreționar și obligatoriu pentru Client orice clauză ambiguă din contractul de prestări servicii referitoare la obligațiile de logistică, decor și catering.",1
"Pachetul de sănătate corporativ se prelungește tacit. Angajatorul trebuie să comunice lista persoanelor retrase din program cu cel puțin 60 de zile înainte de data aniversară; în lipsa notificării, facturarea continuă din oficiu.",1
"Clauzele contractuale sunt prezentate Clientului în format accesibil înainte de finalizarea achiziției, Clientul putând citi dar și descărca documentul complet înainte de a-și exprima avizul.",0
"În cazul oricărei divergențe privind interpretarea termenilor de creditare, aceasta se soluționează prin dialog și, în caz de neînțelegere, prin instanțele judecătorești de drept comun ori prin mediator, în favoarea interpretării mai favorabile consumatorului.",0
"Cursantul înscris are un termen legal de retragere extins la de 45 de zile de la emiterea accesului la primul modul, recuprându-și investiția în situația în care decide că acel curs nu satisface necesitățile sale.",0
Beneficiarul lucrării are dreptul de a rezilia contractul și de a angaja o altă echipă în cazul în care Antreprenorul abandonează șantierul mai mult de 15 zile consecutive fără notificare sau justificare temeinică.,0
"Vânzătorul are dreptul de a livra autovehiculul cu anumite dotări opționale modificate ori lipsă față de comanda inițială, în funcție de disponibilitatea la producător, Cumpărătorul neputând refuza recepția pe acest motiv.",1
"Orice modificare a prezentului contract fie a anexelor sale poate fi efectuată numai prin avizul scris al ambelor părți, semnat de reprezentanții autorizați ai acestora, sub forma unui act adițional. Nicio modificare unilaterală nu este permisă sau opozabilă celeilalte părți.",0
"Interpretarea clauzelor privind motivele justificate de nepromovare, suspendare sau exmatriculare a cursantului va fi atributul exclusiv dar și discreționar al Prestatorului.",1
"Împrumutatul are prerogativa de a compensa sumele datorate Băncii cu depozitele bancare sau cu sumele blocate nejustificat de Bancă în conturile sale, compensarea legală funcționând în condițiile Codului Civil.",0
"Abonamentul promoțional pe 3 luni se are posibilitatea să prelungi din oficiu cu un abonament lunar la prețul standard. Clientul primește o notificare cu 30 de zile înainte dar și poate renunța la prelungire oricând, inclusiv online sau telefonic.",0
"Orice litigiu decurgând din prezentul contract de credit poate fi soluționat de Client atât prin tribunalele judecătorești de drept comun, cât și prin arbitraj sau mediere, la alegerea exclusivă a Clientului consumator.",0
"Clubul își rezervă prerogativa inalienabil de a folosi datele biometrice, rezultatele testelor fizice și imaginea membrului în orice materiale promoționale offline și online, membrul renunțând clar la compensații.",1
"Distrugerea totală sau furtul autovehiculului dă opțiunea Utilizatorului de a rezilia contractul de leasing, acesta continuând să achite ratele numai până la data daunei totale sau a furtului confirmat, restul obligațiilor stingându-se prin asigurare.",0
"Contractul de închiriere echipamente de birou poate fi reînnoit automat anual, cu notificarea prealabilă a Locatarului cu 45 de zile înainte. Intenția de returnare poate fi comunicată prin orice mijloc uzual cu 30 de zile înainte.",0
"Conducerea unității de cazare are dreptul exclusiv de a interpreta ce constituie un comportament inadecvat sau deranjant, comportament care atrage evacuarea imediată a Beneficiarului, fără rambursare.",1
Cursantul are dreptul de a deduce din ratele lunare contravaloarea manualelor și materialelor didactice pe care Operatorul nu le-a furnizat conform angajamentelor asumate în contract.,0
Consumatorul poate rezilia prezentul contract pe motivul prestării defectuoase a serviciilor de mentenanță dacă deficiențele nu sunt remediate în termenul de grație de 30 de zile prevăzut în contract.,0
"Returnarea autoturismului cu interiorul murdar atrage aplicarea unei taxe de igienizare la costul real al serviciului, stabilit pe baza unui tarif publicat în contract, suma neputând fi reținută din garanție fără procesul-verbal semnat de ambele părți.",0
"Operatorul poate transfera drepturile precum și obligațiile rezultate din furnizarea serviciilor către o altă companie, Clientul declarând anticipat că acceptă orice modificare a calității serviciilor rezultată din acest transfer.",1
"Calitatea inferioară a serviciilor de cazare îi este permis să fi dovedită prin orice mijloc legal (fotografii, înregistrări, martor), nu exclusiv prin procesul-verbal semnat de managerul hotelului.",0
"Organizatorul cursului poate actualiza unilateral formatul de desfășurare (din fizic în exclusiv online), durata modulelor sau structura programei, fără a rambursa nicio parte din taxa de școlarizare.",1
Serviciile de găzduire sunt supuse reînnoirii anuale. Clientul este notificat cu 45 de zile înainte de scadență și poate renunța la reînnoire prin orice mijloc de comunicare cu cel puțin 15 zile înainte de expirare.,0
"Operatorul serviciului de salubritate are dreptul de a ajusta tariful lunar de colectare a deșeurilor prin simpla decizie a conducerii, consumatorul având obligația de a achita noile valori începând cu luna următoare.",1
"Orice litigiu decurgând din sau în legătură cu prezentul contract de credit va fi soluționat strict și definitiv de către Curtea de Arbitraj Comercial, clientul renunțând expres la prerogativa de a se adresa instanțelor judecătorești de drept comun.",1
Utilizatorul este obligat să achite taxa de subscripție anuală integral. Este exclusă orice formă de compensare între această obligație de plată și eventualele penalități de tip SLA (Service Level Agreement) pe care Furnizorul le datorează pentru întreruperile serverelor.,1
"Antreprenorul nu poartă nicio răspundere pentru deteriorarea, decolorarea sau intrarea la apă a articolelor vestimentare predate, despăgubirea acordată Consumatorului fiind limitată strict la returnarea contravalorii bonului fiscal.",1
